ID;OBJETO_OBRA;CANTIDAD_OBJETOS;MATERIAL;DENOMINACION_SIMBOLIZA;AUTORES;UBICACION;OBSERVACIONES;DIRECCION_NORMALIZADA;CALLE;ALTURA;BARRIO;COMUNA;CODIGA_POSTAL;CODIGO_POSTAL_ARGENTINO;LATITUD;LONGITUD
1966;PLACA;1;FIBRA POLIESTER;HJE. A MAHATMA GHANDI;M.O.A.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1967;PLACA;1;BRONCE;HJE. A JORGE WILLIAMS;;PZTA JORGE WILLIAMS;PZTA JORGE WILLIAMS;LOZANO, PEDRO Y HELGUERA;LOZANO, PEDRO;;VILLA DEL PARQUE;COMUNA 11;;;-34.60057892743797;-58.49395246075729
1968;FIGURA (HIPOCAMPO);1;CEMENTO PATINADO;MOTIVOS DECORATIVOS;M.O.A.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1969;PLACA;1;GRANITO;HJE.CENTENARIO AMISTAD;;PZTA PROV DE SANTIAGO DEL ESTERO;PZTA PROV DE SANTIAGO DEL ESTERO;PELLEGRINI, CARLOS Y PARAGUAY;PELLEGRINI, CARLOS;;RETIRO;COMUNA 1;;;-34.59783982128505;-58.38134738931953
1970;PLACA;1;GRANITO;NOMENCLATURA OBRA 2806;;PZTA PROV DE SANTIAGO DEL ESTERO;PZTA PROV DE SANTIAGO DEL ESTERO;PELLEGRINI, CARLOS Y PARAGUAY;PELLEGRINI, CARLOS;;RETIRO;COMUNA 1;;;-34.59783982128505;-58.38134738931953
1971;ESCULTURA MODERNA;1;HIERRO;MUJER CON CANTARO;MARCHESE, HECTOR;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1972;RELIEVE Y PLACA;1;BRONCE;VIRGEN DEL CAMINO;MONTEVERDE Y PARENTI;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1973;PLACA;1;MARMOL;HJE. AL DR. LEANDRO N. ALEM;;PZTA AZUCENA MAIZANI;PZTA AZUCENA MAIZANI;DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.;DEL LIBERTADOR AV.;;RETIRO;COMUNA 1;;;-34.59265225493318;-58.37544732178452
1975;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL ALTE. GUILLERMO BROWN;;BARRIO ALTE GUILLERMO BROWN;BARRIO ALTE GUILLERMO BROWN;PEREZ GALDOS, BENITO AV. Y BRIN, MINISTRO;PEREZ GALDOS, BENITO AV.;;BOCA;COMUNA 4;;;-34.63020699251878;-58.35924361586643
1976;BUSTO;1;PIEDRA LIMAY;RUBEN DARIO;MOYA, ERASMO;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1977;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL CORONEL MANUEL DORREGO;;BARRIO CORONEL DORREGO;BARRIO CORONEL DORREGO;;;;;;;;;
1978;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.A PERITO MORENO;;AVDAS RIESTRA Y P MORENO;AVDAS RIESTRA Y P MORENO;MORENO, PERITO AV. Y VARELA AV.;MORENO, PERITO AV.;;FLORES;COMUNA 7;;;-34.651183310987456;-58.4433254428866
1979;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL RESERO;;PZTA EL RESERO;PZTA EL RESERO;DE LOS CORRALES AV. 6536;DE LOS CORRALES AV.;6536;MATADEROS;COMUNA 9;1440;C1440BBO;-34.66293656559216;-58.50040368045377
1980;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZOLETA;;PZTA ENRIQUE SANTOS DISCEPOLO;PZTA ENRIQUE SANTOS DISCEPOLO;BUTTELER 41;BUTTELER;41;PARQUE CHACABUCO;COMUNA 7;1424;C1424DDA;-34.64029934067614;-58.42482330235792
1981;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL GRL. MANUEL SAVIO;;BARRIO GRAL MANUEL SAVIO;BARRIO GRAL MANUEL SAVIO;SOLDADO DE LA FRONTERA AV. 5166;SOLDADO DE LA FRONTERA AV.;5166;VILLA LUGANO;COMUNA 8;1439;C1439FPF;-34.6848420506868;-58.463846115822676
1982;ESTATUA;1;MARMOL;NI?A ADOLESCENTE;MULLER, GEORGE;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1983;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA CALLE VILLA MASNOU;;PZTA BERNARDO DELOM;PZTA BERNARDO DELOM;VILLA DE MASNOU 3352;VILLA DE MASNOU;3352;VILLA LUGANO;COMUNA 8;1439;C1439EFB;-34.66992620945534;-58.479364098359
1984;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A AGUSTIN GARCIA;;AV COBO Y CURAPALIGUE;AV COBO Y CURAPALIGUE;COBO AV. Y CURAPALIGUE;COBO AV.;;FLORES;COMUNA 7;;;-34.64357233303489;-58.44147698057611
1985;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HOMENAJE A LA BANDERA;;AV CNEL ROCA Y SAN PEDRITO;AV CNEL ROCA Y SAN PEDRITO;;;;;;;;;
1987;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A SAN VICENTE DE PAUL;;PZTA SAN VICENTE DE PAUL;PZTA SAN VICENTE DE PAUL;CASTAÑARES AV. Y SARAZA;CASTAÑARES AV.;;PARQUE CHACABUCO;COMUNA 7;;;-34.640009287293005;-58.440914834547264
1988;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL IV* CENTENARIO;;BIBLIOTECA EL PROGRESO;BIBLIOTECA EL PROGRESO;RIESTRA AV. 5655;RIESTRA AV.;5655;VILLA LUGANO;COMUNA 8;1439;C1439BYH;-34.67680478758708;-58.474957215678586
1989;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL 1ER. AERODROMO ARGENTINO;;AV CRUZ,CAFAYATE Y M LEGUIZAMON;AV CRUZ,CAFAYATE Y M LEGUIZAMON;FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y CAFAYATE;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;;VILLA LUGANO;COMUNA 8;;;-34.683302474518385;-58.47042138711858
1990;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL CLUB DEPORTIVO ESPA?OL;;AV COMPOSTELA Y FERNANDEZ;AV COMPOSTELA Y FERNANDEZ;SANTIAGO DE COMPOSTELA AV. Y FERNANDEZ;SANTIAGO DE COMPOSTELA AV.;;PARQUE AVELLANEDA;COMUNA 9;;;-34.655251907024535;-58.464960271542026
1991;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL DR. HORACIO REGA MOLINA;;PZTA DR HORACIO REGA MOLINA;PZTA DR HORACIO REGA MOLINA;;;;;;;;;
1992;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL PADRE LORENZO MAZZA;;AV LA PLATA, LAS CASAS E INCLAN;AV LA PLATA, LAS CASAS E INCLAN;LA PLATA AV. Y LAS CASAS;LA PLATA AV.;;PARQUE CHACABUCO;COMUNA 7;;;-34.63621800554368;-58.42452872691231
1994;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A JUSTO SUAREZ;;PZTA JUSTO SUAREZ;PZTA JUSTO SUAREZ;CARDENAS, CNEL. AV. 2301;CARDENAS, CNEL. AV.;2301;MATADEROS;COMUNA 9;1440;C1440EJI;-34.66193837843091;-58.505161039547566
1995;BUSTO;1;YESO;TTE. GRL. PABLO RICCHIERI;MUSETTI, TEODORO;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1996;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. CAMPA?A DEL DESIERTO;;AV E CASTRO E/ACASUSSO Y CARHUE;AV E CASTRO E/ACASUSSO Y CARHUE;CASTRO, EMILIO AV. Y ACASSUSO;CASTRO, EMILIO AV.;;LINIERS;COMUNA 9;;;-34.654041687436624;-58.519904674627085
1997;PLACA;1;BRONCE;NOMENCLATURA PLAZA RUBEN DARIO;OLIVA NAVARRO, JUAN;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1999;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL GRL. JOSE DE SAN MARTINN;;HOSPITAL MUNICIPAL PEÑA;HOSPITAL MUNICIPAL PEÑA;CHUTRO, PEDRO, PROF., DR. 3380;CHUTRO, PEDRO, PROF., DR.;3380;PARQUE PATRICIOS;COMUNA 4;1437;C1437IYP;-34.64305175477846;-58.41141236482849
2000;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL DR. B. DE MONTEAGUDO;;PZTA CORONEL PRINGLES;PZTA CORONEL PRINGLES;CASEROS AV. 2999;CASEROS AV.;2999;PARQUE PATRICIOS;COMUNA 4;1264;C1264AAJ;-34.6370159307149;-58.405514008551776
2001;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.REGIMIENTO PATRICIOS;;PARQUE DE LOS PATRICIOS;PARQUE DE LOS PATRICIOS;CASEROS AV. Y MONTEAGUDO;CASEROS AV.;;PARQUE PATRICIOS;COMUNA 4;;;-34.63711738161982;-58.40561079435866
2002;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.A JULIAN CENTEYA;;PZTA JULIAN CENTEYA;PZTA JULIAN CENTEYA;USPALLATA Y ZAVALETA;USPALLATA;;PARQUE PATRICIOS;COMUNA 4;;;-34.63920956221574;-58.40325349718538
2004;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. 180° ANIV.REGIMIENTO PATRICIOS;;PARQUE DE LOS PATRICIOS;PARQUE DE LOS PATRICIOS;CASEROS AV. Y MONTEAGUDO;CASEROS AV.;;PARQUE PATRICIOS;COMUNA 4;;;-34.63711738161982;-58.40561079435866
2005;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A FRAY LUIS BELTRAN;;AV BRASIL Y PICHINCHA;AV BRASIL Y PICHINCHA;BRASIL Y PICHINCHA AV.;BRASIL;;PARQUE PATRICIOS;COMUNA 4;;;-34.63036116416016;-58.39626330099081
2006;BUSTO;1;MARMOL;BRIGADIER GENERAL C.DE SAAVEDRA;PEREKREST, ANTONIO;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2007;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.A FRAY LUIS BELTRAN;;AV BRASIL E/PICHINCHA Y C DE LOS;AV BRASIL E/PICHINCHA Y C DE LOS;BRASIL Y PICHINCHA AV.;BRASIL;;PARQUE PATRICIOS;COMUNA 4;;;-34.63036116416016;-58.39626330099081
2012;GRUPO ESCULTORICO;1;CEMENTO PATINADO;LA MADRE;PERLOTI, LUIS;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2015;GRUPO ESCULTORICO;1;MARMOL;DIANA CAZADORA;REPRODUCCION;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2016;ESTATUA;1;MARMOL;LA REPUBLICA;REPRODUCCION;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2017;ESTATUA;1;MARMOL;LA PRIMAVERA;REPRODUCCION;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2020;ESTATUA;1;MARMOL;LA CIENCIA;REPRODUCCION;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2022;ESTATUA;1;CEMENTO PATINADO;L'ACQUAIOLO;REPRODUCCION;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2023;BUSTO;1;BRONCE;DR. RICARDO FINOCHIETTO;RIGANELLI, AGUSTIN;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2024;RELIEVE;1;BRONCE;CANTO POPULAR;RIGANELLI, AGUSTIN;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2025;MONUMENTO;1;BRONCE Y MARMOL;DOMINGO FAUSTINO SARMIENTO;RODIN, AUGUSTO;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2026;BUSTO;1;BRONCE;CACIQUE ANDRESITO GUAYCURARI;SANCHEZ, S.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2027;BUSTO;1;YESO;GENERAL MARTIN MIGUEL DE GUEMES;SIBELLINO, ANTONIO;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2030;BUSTO;1;BRONCE;CARLOS GARDEL;TOTO, CARLOS MARIA;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2031;BUSTO;1;CEMENTO PATINADO;DR. ZABALA ORTIZ;TOTO, CARLOS MARIA;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2032;BASE;1;MAMPOSTERIA;MOTIVO DECORATIVO;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2033;CAPITEL CORINTIO;1;YESO;MOTIVO DECORATIVO;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2034;CENTRO DE FUENTE;1;BRONCE;MOTIVO DECORATIVO;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2035;COLUMNA TALLADA;1;MADERA;MOTIVO DECORATIVO;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2036;ESTATUA;1;ANTIMONIO;TRITON;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2039;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZOLETA;;PZTA FEDERICO FROEBBEL;PZTA FEDERICO FROEBBEL;DIAZ VELEZ AV. Y PATRICIAS ARGENTINAS AV.;DIAZ VELEZ AV.;;CABALLITO;COMUNA 6;;;-34.608569689798884;-58.43439721689776
2041;JARRON;1;HIERRO FUNDIDO;MOTIVO DECORATIVO;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2044;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. ASOCIACION VECINAL A CABALLITO;;BACACAY, ROJAS Y N REPETTO;BACACAY, ROJAS Y N REPETTO;BACACAY Y ROJAS;BACACAY;;CABALLITO;COMUNA 6;;;-34.618227299274096;-58.44240442969176
2045;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL ESPACIO VERDE;;BACACAY, ROJAS Y N REPETTO;BACACAY, ROJAS Y N REPETTO;BACACAY Y ROJAS;BACACAY;;CABALLITO;COMUNA 6;;;-34.618227299274096;-58.44240442969176
2046;JARRON;1;HIERRO FUNDIDO;MOTIVO DECORATIVO;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2049;JARRON;1;HIERRO FUNDIDO;MOTIVO DECORATIVO;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2050;MASTIL;1;HIERRO;HOMENAJE A LA BANDERA;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2051;PLACA;1;BRONCE;NOMENCLATURA DE PICADERO;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2052;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A 75° ANIVERSARIO CLUB ATLANTA;;PZTA ALFONSO R CASTELAO;PZTA ALFONSO R CASTELAO;INDEPENDENCIA AV. E IRIGOYEN, BERNARDO DE;INDEPENDENCIA AV.;;MONSERRAT;COMUNA 1;;;-34.61763357479392;-58.380281191938245
2053;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.IV*CENTENARIO FUNDACION BS.AS;;PZTA ALFONSO R CASTELAO;PZTA ALFONSO R CASTELAO;INDEPENDENCIA AV. E IRIGOYEN, BERNARDO DE;INDEPENDENCIA AV.;;MONSERRAT;COMUNA 1;;;-34.61763357479392;-58.380281191938245
2054;PLACA;1;BRONCE;HJE.149*ANIV.BATALLA DE CHACABUCO;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2055;PLACA Y MONOLITO;1;MARMOL Y MAMPOSTERIA;HJE.A ROSARIO VERA PE?ALOZA;;PZTA ROSARIO VERA PEÑALOZA;PZTA ROSARIO VERA PE?ALOZA;PIEDRAS Y SAN JUAN AV.;PIEDRAS;;SAN TELMO;COMUNA 1;;;-34.62206070002504;-58.37720542865125
2057;PLACA;1;BRONCE;HJE.A PROCERES DE TUCUMAN;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2058;PLACA;1;BRONCE;HJE.AL GENERAL SAN MARTINN;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2059;PLACA;1;BRONCE;HOMENAJE A LA BANDERA;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2060;PLACA;1;BRONCE;HJE.AL GENERAL SAN MARTINN;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2061;PLACA;1;BRONCE;HJE.150*ANIV.BATALLA DE CHACABUCO;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2062;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A CARLOS PELLEGRINI;;AVDAS C PELLEGRINI Y RIVADAVIA;AVDAS C PELLEGRINI Y RIVADAVIA;PELLEGRINI, CARLOS Y RIVADAVIA AV.;PELLEGRINI, CARLOS;;SAN NICOLAS;COMUNA 1;;;-34.608371595473955;-58.38071973715109
2063;PLACA;1;BRONCE;HJE.A JOSE GARIBALDI;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2064;PLACA;1;BRONCE;NOMENCLATURA PLAZA ING*. ESTEVEZ;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2065;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A JULIO ARGENTINO ROCA;;PZTA TANTURI;PZTA TANTURI;ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. Y PERU;ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.;;MONSERRAT;COMUNA 1;;;-34.61042896272842;-58.374851599585334
2066;PLACA;1;BRONCE;CONSTRUCCION TRAMO AV.9 DE JULIO;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2067;PLACA;1;BRONCE;PARQUE RECREATIVO D.F.SARMIENTO;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2068;PLACA;1;BRONCE;EXPLICACION FUNCION OBRA 501;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2069;PLACA;1;BRONCE;HJE.A EDWARD T. MULHALL;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2070;PLACA;1;BRONCE;HJE.A EDWARD T. MULHALL;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2071;PLACA;1;BRONCE;HJE.AL GENERAL FRANCISCO RAMIREZ;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2072;PLACA;1;BRONCE;HJE.AL BRIG. GRL. ESTANISLAO LOPEZ;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2073;PLACA;1;BRONCE;HJE.SANTA FE AL 400 ANIV.DE BS.AS.;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2074;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.AL COLEGIO MILITAR;;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
2075;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A JUAN RAMIRO VELAZCO;;CANTERO CENTRAL PROV DE LA RIOJA;CANTERO CENTRAL PROV DE LA RIOJA;;;;;;;;;
